Sentence ID,Source,Target,System,Dataset,Family,Edit Type,Edit Sub-Type,Edit Classification,Structure Sub-Type,Quality,Information Impact,Grammar Error,Significance,Input Index,Output Index,Constituent Edits,Is Constituent Edit,Parent Edit Type,Constituent Input Index,Constituent Output Index,Input Text,Output Text
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,Complex Wrong,Bad Substitution,,Error,Same Information,No,1,"[[25, 32]]","[[26, 40]]",0,False,N/A,[],[],opposed,disagreed with
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,3,"[[90, 100]]","[[100, 117]]",0,False,N/A,[],[],criticized,spoke out against
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,Complex Wrong,Bad Substitution,,Error,Same Information,No,1,"[[158, 167]]","[[199, 209]]",0,False,N/A,[],[],perceived,considered
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[44, 47]]",0,False,N/A,[],[],,the
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[126, 151]]",0,False,N/A,[],[],,because of how he handled
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[158, 167]]",0,False,N/A,[],[],,involving
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,1,"[[140, 146]]","[[152, 157]]",0,False,N/A,[],[],"cases,",cases
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Part of Speech,Bad Structure,Part of Speech,Error,Same Information,No,1,"[[[101, 110]]]","[[[118, 125]]]",1,False,N/A,"[[[101, 110]]]","[[[118, 125]]]",,
SALSA_EXAMPLES_013,"LaSalle's nomination was opposed by progressive members of the New York State Senate, who criticized LaSalle's record on abortion and labor cases, which they perceived as conservative.","LaSalle's appointment was disagreed with by the progressive members of the New York Senate. || They spoke out against LaSalle because of how he handled cases involving abortion and labor, which they considered too conservative.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Part of Speech,ERROR COULDNT FIND,Part of Speech,Trivial,Same Information,No,0,"[[[168, 170]]]","[[[210, 213]]]",1,False,N/A,"[[[168, 170]]]","[[[210, 213]]]",,
SALSA_EXAMPLES_014,"On November 9, Fetterman was projected as the winner of the election by media outlets.",The media projected Fetterman to win the election on November 9.,SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[72, 86]]","[[0, 9]]",0,False,N/A,[],[],media outlets.,The media
SALSA_EXAMPLES_014,"On November 9, Fetterman was projected as the winner of the election by media outlets.",The media projected Fetterman to win the election on November 9.,SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Bad Component Reorder,Bad Reorder,,Error,Same Information,No,2,"[[0, 14]]","[[50, 64]]",0,False,N/A,[],[],"On November 9,",on November 9.
SALSA_EXAMPLES_014,"On November 9, Fetterman was projected as the winner of the election by media outlets.",The media projected Fetterman to win the election on November 9.,SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,2,"[[72, 77]]","[[4, 9]]",0,False,N/A,[],[],media,media
SALSA_EXAMPLES_014,"On November 9, Fetterman was projected as the winner of the election by media outlets.",The media projected Fetterman to win the election on November 9.,SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Voice,Good Structure,Voice,No Error,Same Information,No,3,"[[[25, 28]], [[39, 55]], [[72, 86]], [[29, 38]], [[15, 24]]]","[None, [[30, 36]], [[0, 9]], [[10, 19]], [[20, 29]]]",5,False,N/A,"[[[25, 28]], [[39, 55]], [[72, 86]], [[29, 38]], [[15, 24]]]","[None, [[30, 36]], [[0, 9]], [[10, 19]], [[20, 29]]]",,
SALSA_EXAMPLES_014,"On November 9, Fetterman was projected as the winner of the election by media outlets.",The media projected Fetterman to win the election on November 9.,SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Voice,Good Structure,Voice,No Error,Same Information,No,3,"[[[69, 71]]]",[None],1,False,N/A,"[[[69, 71]]]",[None],,
SALSA_EXAMPLES_015,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime on progressives and liberals. || However,  Biden had rejected calls from racial justice protesters to “defund the police.”",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,1,"[[54, 84]]",,0,False,N/A,[],[],and homicides in 2020 and 2021,
SALSA_EXAMPLES_015,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime on progressives and liberals. || However,  Biden had rejected calls from racial justice protesters to “defund the police.”",SALSA_EXAMPLES,SALSA_EXAMPLES,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[134, 144]]",,0,False,N/A,[],[],previously,
SALSA_EXAMPLES_015,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime on progressives and liberals. || However,  Biden had rejected calls from racial justice protesters to “defund the police.”",SALSA_EXAMPLES,SALSA_EXAMPLES,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[115, 123]]",,0,False,N/A,[],[],although,
SALSA_EXAMPLES_015,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime on progressives and liberals. || However,  Biden had rejected calls from racial justice protesters to “defund the police.”",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[184, 205]]","[[122, 126]]",0,False,N/A,[],[],a slogan supported by,from
SALSA_EXAMPLES_015,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime on progressives and liberals. || However,  Biden had rejected calls from racial justice protesters to “defund the police.”",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[87, 95]]",0,False,N/A,[],[],,"However,"
SALSA_EXAMPLES_015,"Republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although Biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","Republicans have blamed the increase in violent crime on progressives and liberals. || However,  Biden had rejected calls from racial justice protesters to “defund the police.”",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,1,"[[160, 183]]","[[153, 176]]",0,False,N/A,[],[],"to ""defund the police"",",to “defund the police.”
SALSA_EXAMPLES_016,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, the media said that Fetterman was the winner of the election.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[72, 86]]","[[15, 24]]",0,False,N/A,[],[],media outlets.,the media
SALSA_EXAMPLES_016,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, the media said that Fetterman was the winner of the election.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,3,"[[29, 38]]","[[25, 34]]",0,False,N/A,[],[],projected,said that
SALSA_EXAMPLES_016,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, the media said that Fetterman was the winner of the election.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Tense,Bad Structure,Tense,Error,Same Information,No,2,[None],"[[[45, 48]]]",1,False,N/A,[None],"[[[45, 48]]]",,
SALSA_EXAMPLES_016,"On November 9, Fetterman was projected as the winner of the election by media outlets.","On November 9, the media said that Fetterman was the winner of the election.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Voice,Good Structure,Voice,No Error,Same Information,No,3,"[[[69, 71]], [[25, 41]], [[15, 24]], [[72, 86]]]","[None, [[25, 34]], [[35, 44]], [[15, 24]]]",4,False,N/A,"[[[69, 71]], [[25, 41]], [[15, 24]], [[72, 86]]]","[None, [[25, 34]], [[35, 44]], [[15, 24]]]",,
SALSA_EXAMPLES_017,"The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.","Critics praised the film's direction by Coogler, the action sequences, production and costume design, and the performances of Wright, Gurira, Huerta, and Bassett. || They also approved of its emotional weight, musical score, and its tributes to Boseman. || However, the runtime was criticized.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,1,"[[147, 153]]",,0,False,N/A,[],[],cast's,
SALSA_EXAMPLES_017,"The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.","Critics praised the film's direction by Coogler, the action sequences, production and costume design, and the performances of Wright, Gurira, Huerta, and Bassett. || They also approved of its emotional weight, musical score, and its tributes to Boseman. || However, the runtime was criticized.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,2,,"[[102, 105]]",0,False,N/A,[],[],,and
SALSA_EXAMPLES_017,"The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.","Critics praised the film's direction by Coogler, the action sequences, production and costume design, and the performances of Wright, Gurira, Huerta, and Bassett. || They also approved of its emotional weight, musical score, and its tributes to Boseman. || However, the runtime was criticized.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Part of Speech,Good Structure,Part of Speech,No Error,Same Information,No,2,"[[[9, 39]], [[49, 53]], [[61, 68]], [[4, 8]], [[54, 60]], [[69, 78]], None, [[0, 8]], [[40, 48]], [[54, 60]], [[79, 89]], [[69, 78]]]","[None, None, None, [[20, 26]], [[8, 15]], [[40, 48]], [[37, 39]], [[16, 26]], [[0, 7]], [[8, 15]], [[27, 36]], [[40, 48]]]",12,False,N/A,"[[[9, 39]], [[49, 53]], [[61, 68]], [[4, 8]], [[54, 60]], [[69, 78]], None, [[0, 8]], [[40, 48]], [[54, 60]], [[79, 89]], [[69, 78]]]","[None, None, None, [[20, 26]], [[8, 15]], [[40, 48]], [[37, 39]], [[16, 26]], [[0, 7]], [[8, 15]], [[27, 36]], [[40, 48]]]",,
SALSA_EXAMPLES_017,"The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.","Critics praised the film's direction by Coogler, the action sequences, production and costume design, and the performances of Wright, Gurira, Huerta, and Bassett. || They also approved of its emotional weight, musical score, and its tributes to Boseman. || However, the runtime was criticized.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Part of Speech,Good Structure,Part of Speech,No Error,Same Information,No,3,"[[[320, 324]], [[311, 319]], [[325, 335]]]","[None, [[278, 281]], [[282, 293]]]",3,False,N/A,"[[[320, 324]], [[311, 319]], [[325, 335]]]","[None, [[278, 281]], [[282, 293]]]",,
SALSA_EXAMPLES_017,"The film received positive reviews from critics, with praise towards Coogler's direction, the action sequences, production and costume design, the cast's performances (particularly those of Wright, Gurira, Huerta, and Bassett), emotional weight, musical score, and its tributes to Boseman, although the runtime received some criticism.","Critics praised the film's direction by Coogler, the action sequences, production and costume design, and the performances of Wright, Gurira, Huerta, and Bassett. || They also approved of its emotional weight, musical score, and its tributes to Boseman. || However, the runtime was criticized.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Clausal Structure,Good Structure,Clausal Structure,No Error,Same Information,No,2,"[[[167, 186]]]",[None],1,False,N/A,"[[[167, 186]]]",[None],,
SALSA_EXAMPLES_018,"In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.","In the opening game of their group, they defeated Argentina side 2-1. || The win ended Argentina's 36 game unbeaten streak, the longest in the world.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,Bad Deletion,Bad Deletion,,Error,Generalization,No,2,"[[50, 64]]",,0,False,N/A,[],[],a much fancied,
SALSA_EXAMPLES_018,"In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.","In the opening game of their group, they defeated Argentina side 2-1. || The win ended Argentina's 36 game unbeaten streak, the longest in the world.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,1,"[[133, 153]]",,0,False,N/A,[],[],dating back to 2019.,
SALSA_EXAMPLES_018,"In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.","In the opening game of their group, they defeated Argentina side 2-1. || The win ended Argentina's 36 game unbeaten streak, the longest in the world.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[105, 132]]","[[99, 123]]",0,False,N/A,[],[],unbeaten streak of 36 games,"36 game unbeaten streak,"
SALSA_EXAMPLES_018,"In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.","In the opening game of their group, they defeated Argentina side 2-1. || The win ended Argentina's 36 game unbeaten streak, the longest in the world.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[124, 149]]",0,False,N/A,[],[],,the longest in the world.
SALSA_EXAMPLES_018,"In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.","In the opening game of their group, they defeated Argentina side 2-1. || The win ended Argentina's 36 game unbeaten streak, the longest in the world.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,2,"[[105, 132]]","[[99, 123]]",0,False,N/A,[],[],unbeaten streak of 36 games,"36 game unbeaten streak,"
SALSA_EXAMPLES_018,"In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.","In the opening game of their group, they defeated Argentina side 2-1. || The win ended Argentina's 36 game unbeaten streak, the longest in the world.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Part of Speech,Good Structure,Part of Speech,No Error,Same Information,No,1,"[[[92, 104]]]","[[[87, 98]]]",1,False,N/A,"[[[92, 104]]]","[[[87, 98]]]",,
SALSA_EXAMPLES_019,"Argentine footballer Lionel Messi's Instagram post containing photos of him lifting the FIFA World Cup Trophy and celebrating with the Argentina team after winning the 2022 FIFA World Cup two days prior becomes the social networking service's most-liked post after reaching over 56 million likes, surpassing the previous record held by the Instagram egg.",Argentine footballer Lionel Messi's Instagram post of him lifting the FIFA World Cup Trophy and celebrating with the Argentina team after winning the 2022 FIFA World Cup two days prior becomes the social networking service's most-liked post.,SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,3,"[[51, 68]]",,0,False,N/A,[],[],containing photos,
SALSA_EXAMPLES_019,"Argentine footballer Lionel Messi's Instagram post containing photos of him lifting the FIFA World Cup Trophy and celebrating with the Argentina team after winning the 2022 FIFA World Cup two days prior becomes the social networking service's most-liked post after reaching over 56 million likes, surpassing the previous record held by the Instagram egg.",Argentine footballer Lionel Messi's Instagram post of him lifting the FIFA World Cup Trophy and celebrating with the Argentina team after winning the 2022 FIFA World Cup two days prior becomes the social networking service's most-liked post.,SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,2,"[[259, 354]]",,0,False,N/A,[],[],"after reaching over 56 million likes, surpassing the previous record held by the Instagram egg.",
SALSA_EXAMPLES_020,"England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.",England won their second title when they beat Pakistan in the final. || They are the reigning T20 World Cup holders.,SALSA_EXAMPLES,SALSA_EXAMPLES,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[78, 82]]",,0,False,N/A,[],[],2022,
SALSA_EXAMPLES_020,"England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.",England won their second title when they beat Pakistan in the final. || They are the reigning T20 World Cup holders.,SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,1,"[[8, 47]]","[[77, 116]]",0,False,N/A,[],[],"are the reigning T20 World Cup holders,",are the reigning T20 World Cup holders.
SALSA_EXAMPLES_020,"England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.",England won their second title when they beat Pakistan in the final. || They are the reigning T20 World Cup holders.,SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,1,"[[90, 117]]","[[8, 30]]",0,False,N/A,[],[],winning their second title.,won their second title
SALSA_EXAMPLES_020,"England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.",England won their second title when they beat Pakistan in the final. || They are the reigning T20 World Cup holders.,SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,structure,Tense,Good Structure,Tense,No Error,Same Information,No,1,"[[[48, 54]], [[55, 61]], [[90, 97]], None, None]","[None, [[41, 45]], [[8, 11]], [[31, 35]], [[36, 40]]]",5,False,N/A,"[[[48, 54]], [[55, 61]], [[90, 97]], None, None]","[None, [[41, 45]], [[8, 11]], [[31, 35]], [[36, 40]]]",,
SALSA_EXAMPLES_021,A winter storm causes record-breaking low temperatures and leaves more than 80 people dead across North America.,"A deadly winter storm swept across North America, resulting in record-low temperatures and the death of over 80 people.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[15, 21]]","[[50, 62]]",0,False,N/A,[],[],causes,resulting in
SALSA_EXAMPLES_021,A winter storm causes record-breaking low temperatures and leaves more than 80 people dead across North America.,"A deadly winter storm swept across North America, resulting in record-low temperatures and the death of over 80 people.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[22, 41]]","[[63, 73]]",0,False,N/A,[],[],record-breaking low,record-low
SALSA_EXAMPLES_021,A winter storm causes record-breaking low temperatures and leaves more than 80 people dead across North America.,"A deadly winter storm swept across North America, resulting in record-low temperatures and the death of over 80 people.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[59, 90]]","[[91, 119]]",0,False,N/A,[],[],leaves more than 80 people dead,the death of over 80 people.
SALSA_EXAMPLES_021,A winter storm causes record-breaking low temperatures and leaves more than 80 people dead across North America.,"A deadly winter storm swept across North America, resulting in record-low temperatures and the death of over 80 people.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[22, 27]]",0,False,N/A,[],[],,swept
SALSA_EXAMPLES_021,A winter storm causes record-breaking low temperatures and leaves more than 80 people dead across North America.,"A deadly winter storm swept across North America, resulting in record-low temperatures and the death of over 80 people.",SALSA_EXAMPLES,SALSA_EXAMPLES,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,1,"[[91, 112]]","[[28, 49]]",0,False,N/A,[],[],across North America.,"across North America,"
SALSA_EXAMPLES_022,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the United Kingdom ruled that the Scottish government cannot hold another referendum on Scottish independence without permission from the British government.,SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,1,"[[146, 169]]",,0,False,N/A,[],[],from the United Kingdom,
SALSA_EXAMPLES_022,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the United Kingdom ruled that the Scottish government cannot hold another referendum on Scottish independence without permission from the British government.,SALSA_EXAMPLES,SALSA_EXAMPLES,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[40, 51]]",,0,False,N/A,[],[],unanimously,
SALSA_EXAMPLES_022,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the United Kingdom ruled that the Scottish government cannot hold another referendum on Scottish independence without permission from the British government.,SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[178, 186]]","[[139, 149]]",0,False,N/A,[],[],approval,permission
SALSA_EXAMPLES_022,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the United Kingdom ruled that the Scottish government cannot hold another referendum on Scottish independence without permission from the British government.,SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[52, 58], [83, 95]]","[[40, 50], [75, 81]]",0,False,N/A,[],[],denies | the right to,ruled that | cannot
SALSA_EXAMPLES_022,The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.,The Supreme Court of the United Kingdom ruled that the Scottish government cannot hold another referendum on Scottish independence without permission from the British government.,SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[101, 109]]","[[87, 94]]",0,False,N/A,[],[],a second,another
SALSA_EXAMPLES_023,"In 2021 the EU imported 83% of its natural gas, but following the invasion of Ukraine, gas imports from Russia have fallen, partly due to the increasing cost, partly because of reductions in supply from Russia, partly through reduction of consumption and partly because of a desire to move away from Russia's Gazprom as a supplier.","The EU used to import a lot of gas from Russia. || But due to the invasion of Ukraine, gas imports from Russia have fallen. || This is because costs have increased, supply from Russia has gone down, consumption in Europe has decreased, and Europe wants to move away from Russia as a natural gas supplier.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,2,"[[0, 7]]",,0,False,N/A,[],[],In 2021,
SALSA_EXAMPLES_023,"In 2021 the EU imported 83% of its natural gas, but following the invasion of Ukraine, gas imports from Russia have fallen, partly due to the increasing cost, partly because of reductions in supply from Russia, partly through reduction of consumption and partly because of a desire to move away from Russia's Gazprom as a supplier.","The EU used to import a lot of gas from Russia. || But due to the invasion of Ukraine, gas imports from Russia have fallen. || This is because costs have increased, supply from Russia has gone down, consumption in Europe has decreased, and Europe wants to move away from Russia as a natural gas supplier.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[8, 47]]","[[0, 47]]",0,False,N/A,[],[],"the EU imported 83% of its natural gas,",The EU used to import a lot of gas from Russia.
SALSA_EXAMPLES_023,"In 2021 the EU imported 83% of its natural gas, but following the invasion of Ukraine, gas imports from Russia have fallen, partly due to the increasing cost, partly because of reductions in supply from Russia, partly through reduction of consumption and partly because of a desire to move away from Russia's Gazprom as a supplier.","The EU used to import a lot of gas from Russia. || But due to the invasion of Ukraine, gas imports from Russia have fallen. || This is because costs have increased, supply from Russia has gone down, consumption in Europe has decreased, and Europe wants to move away from Russia as a natural gas supplier.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[52, 61]]","[[55, 61]]",0,False,N/A,[],[],following,due to
SALSA_EXAMPLES_023,"In 2021 the EU imported 83% of its natural gas, but following the invasion of Ukraine, gas imports from Russia have fallen, partly due to the increasing cost, partly because of reductions in supply from Russia, partly through reduction of consumption and partly because of a desire to move away from Russia's Gazprom as a supplier.","The EU used to import a lot of gas from Russia. || But due to the invasion of Ukraine, gas imports from Russia have fallen. || This is because costs have increased, supply from Russia has gone down, consumption in Europe has decreased, and Europe wants to move away from Russia as a natural gas supplier.",SALSA_EXAMPLES,SALSA_EXAMPLES,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[131, 158]]","[[135, 164]]",0,False,N/A,[],[],"due to the increasing cost,","because costs have increased,"
